VNUM	LOCALE_NAME
931	Vzteklý duch mrtvol
932	Vzteklý pes útrapy
933	Vzteklý muž útrapy
934	Vzteklý bojovník útrapy
935	Vzteklý oštipao útrapy
936	Vztek.lukostoelec útrapy
937	Hnivivý vudce útrapy
991	Vejce útrapy
992	Nosie útrapy
993	Obrovský nosie útrapy
1001	Voják démonu
1002	Lukostoelec démonu
1003	Oštipao démonu
1004	Démonní šaman
1031	Hnusný voják
1032	Hnusný lukostoelec
1033	Hnusný oštipao
1034	Hnusný šaman
1035	Duch zášti
1036	Duch chaosu
1037	Hnusný vudce démonu
1038	Mistr meee umrleí lebky
1039	Létající lebka
1040	Nesmrtelný duch
1041	Démonické zvíoe
1061	Hnusný duch vojáka
1062	Hnusný duch stoelce
1063	Hnusný duch bojovníka
1064	Hnusný duch šamana
1065	Hnusný duch zášti
1066	Hnusný duch chaosu
1067	Hnusný duch vudce
1068	Duch mistra meee
1069	Hnusná létající lebka
1070	Nesmrtelný duch
1071	Démonické zvíoe
1091	Král démonu
1092	Hrdý král démonu
1093	Zubatá s kosou
1094	Hnusný král démonu
1095	Modrá smrt
1096	Áo»ç±Í?O
1101	Zaearované ledovišti
1102	Ledová zabijácká velryba
1103	Ledový hmyz
1104	Ledový lev
1105	Ledový muž
1106	Yeti
1107	Ledový golem
1108	Ledový golem
1131	Podzemní ledová toíska
1132	Podzemní rohatý plejtvák
1133	Podzemní ledový hmyz
1134	Podzemní ledový lev
1135	Podzemní ledový muž
1136	Podzemní Yeti
1137	Podzemní ledový golem
1138	Podzemní ledový golem
1151	Ledový iábel
1152	Ledová zabijácká velryba
1153	Ledový hmyz
1154	Seol-Gu
1155	Ledový muž
1156	Ledový obr
1157	Ledový golem
1171	Zlé zaearované ledovišti
1172	Zlý plejtvák -zabiják
1173	Zlý ledový hmyz
1174	Zlý ledový lev
1175	Zlý ledový muž
1176	Zlý yeti
1177	Zlý ledový golem
1191	Ledová earodijnice
1192	Velká ledová earodijnice
1301	Žabovoják
1302	Vudce žabovojáku
1303	Zloduch
1304	Žlutý duch tygra
1305	Generál - oboí ropucha
1306	Zlý žlutý duch tygra
1307	Zlý žlutý duch tygra
1308	Zlý žlutý duch tygra
1309	Zlý žlutý duch tygra
1310	Zlý žlutý duch tygra
1331	Velký žabovoják
1332	Velký vudce žabovojáku
1333	Velký zloduch
1334	Velký žlutý duch tygra
1335	Vel.generál-oboí ropucha
1336	Generál - oboí ropucha
1401	Nieitel
1402	Sekyrník
1403	Tisícibojovník
1501	Kamenný golem
1502	Drtie kamene
1503	Obrovský skalní golem
1601	Váleený zlobr
1602	Krvelaený zlobr
1603	Zuoivý zlobr
1901	Devítiocas
1902	Silný Devítiocas
1903	Silný Devítiocas
1904	Silný Devítiocas
1905	Silný Devítiocas
1906	Silný Devítiocas
2001	Pavoueek
2002	Jedovatý pavouk
2003	Eervený jedovatý pavouk
2004	Spárovatý pavouk
2005	Vojenský pavouk
2031	Jedovatý pavoueek
2032	Smrtelni jedovatý pavouk
2033	Eervený smrtící pavouk
2034	Spárovatý jed. pavouk
2035	Jedovatý voj. pavouk
2036	Hrdý voj. jed. pavouk
2037	Jedovatý voj. pavouk
2051	Zlý jedovatý pavoueek
2052	Zlý smrtící jed. pavouk
2053	Zlý eervený jed. pavouk
2054	Zlý jed.spárovatý pavouk
2055	Zlý jedovatý voj.pavouk
2061	Malý jedovatý pavouk
2062	Smrtelni jedovatý pavouk
2063	Eervený smrt.jed. pavouk
2064	Spárovatý jed. pavouk
2065	Jedovatý voj. pavouk
2071	Brutální jed. pavoueek
2072	Brutál.smrt. jed. pavouk
2073	Brutál. eerv. jed.pavouk
2074	Brutál.spár. jed. pavouk
2075	Brutál. voj. pavouk
2076	Brutál. sil. jed. pavouk
2091	Královna pavouku
2092	Pavoueí baronka
2093	Tmavá královna pavouku
2094	Pavoueí baron
2095	Pavoueí vejce
2101	Pouštní liška
2102	Létající pouštní oko
2103	Král štíru
2104	Mladý štíoí muž
2105	Štíoí lukostoelec
2106	Hadí bojovník s meeem
2107	Hadí lukostoelec
2108	Pouštní bandita
2131	Bestiální štíoí muž
2132	Štíoí lukostoelec
2133	Hadí bojovník s meeem
2134	Hadí lukostoelec
2135	Pouštní bandita
2151	Silná pouštní liška
2152	Silný derviš
2153	Silný král štíru
2154	Silný štíoí muž
2155	Silný štíoí lukostoelec
2156	Silný hadí bojovník
2157	Silný hadí stoelec
2158	Silný pouštní bandita
2191	Velká pouštní želva
2192	Tmavá pouštní želva
2201	Zotroeený bojový tygr
2202	Duch plamenu
2203	Bojový tygr
2204	Plamen
2205	Ohnivý váleeník
2206	Král plamenu
2207	Tmavý král plamenu
2231	Silný zotroe. boj. tygr
2232	Silný duch plamenu
2233	Silný bojový tygr
2234	Silný Plamen
2235	Silný ohnivý váleeník
2291	Eervený drak
2301	Strom duchu
2302	Paoez duchu
2303	Dryáda
2304	Vrba duchu
2305	Zlý strom
2306	Obrovský strom duchu
2307	Lord stromu duchu
2311	Eervený strom duchu
2312	Eervený paoez duchu
2313	Eervená dryáda
2314	Eervená vrba duchu
2315	Eervený zlý strom
2401	Bojovník Setaou
2402	Lovec Setaou
2403	Duchovní Setaou
2404	Velitel Setaou
2411	Voják Setaou
2412	Lueištník Setaou
2413	Úoedník Setaou
2414	Komandant Setaou
2415	Komandant Setaou
2431	Bojovník Setaou
2432	Lovec Setaou
2433	Duchovní Setaou
2434	Velitel Setaou
2451	Voják Setaou
2452	Lueištník Setaou
2453	Úoedník Setaou
2454	Komandant Setaou
2491	Kapitán Yonghan
2492	Generál Yonghan
2493	Beran-Setaou
2494	Kapitán Huashin
2495	Generál Huashin
2501	Pekelná meduza
2502	Pekelný chrt
2503	Zombie
2504	Pekelný dustojník
2505	Pekelný strážce
2506	Dvouhl. pekelný stoelec
2507	Pekelný dráp
2508	Pekelný váleeník
2509	Pekelný stoelec
2510	Pekelný kopiník
2511	Pekelný kniží
2512	Pekelný vudce
2513	Pekelný oezník
2514	Pekelný generál
2541	Zlý pekelný váleeník
2542	Zlý pekelný stoelec
2543	Zlý pekelný kopiník
2544	Zlý pekelný kniží
2545	Zlý pekelný vudce
2546	Zlý pekelný oezník
2547	Zlý pekelný generál
2591	Tartaros
2592	Pekelný bastard
2593	Pekelný bastard
2594	Pekelný bastard
2595	Erebos
2596	Azraeluv zplozenec
2597	Charon
2598	Azrael
2600	Vlk Zvirokruhu
2601	Modrý vlk Zvirokruhu
2602	Lykos Zvirokruhu
2603	Lueištník Zvirokruhu
2604	Divoký kanec Zvirokruhu
2605	Div. e. kanec Zvirokruhu
2606	Scrofa Zvirokruhu
2607	Mi-Jung Zvirokruhu
2608	Bera Zvirokruhu
2609	Medvid Zvirokruhu
2610	Grizzly Zvirokruhu
2611	Hndý medvid Zvirokruhu
2612	Eun-Jung Zvirokruhu
2613	Tigris Zvirokruhu
2614	Tygr Zvirokruhu
2615	Bílý tygr Zvirokruhu
2616	Se-Rang Zvirokruhu
2617	Jin-Hee Zvirokruhu
2618	Pavoueek Zvirokruhu
2619	Jed. pavouk Zvirokruhu
2620	Jed. e.pavouk Zvirokruhu
2621	Spár. pavouk Zvirokruhu
2622	Voj. pavouk Zvirokruhu
2623	Duch plamenu Zvirokruhu
2624	Bojový tygr Zvirokruhu
2625	Plamen Zvirokruhu
2626	Ohnivý válee. Zvirokruhu
2627	Král plamenu Zvirokruhu
2628	Temný král Zvirokruhu
2629	Divoký pišák Zvirokruhu
2630	Div. poddaný Zvirokruhu
2631	Div. lukosto. Zvirokruhu
2632	Div. generál Zvirokruhu
2633	Brut. velitel Zvirokruhu
2634	Zae. ledov. Zvirokruhu
2635	Zlý plejtvák Zvirokruhu
2636	Ledový hmyz Zvirokruhu
2637	Ledový lev Zvirokruhu
2638	Ledový muž Zvirokruhu
2639	Yeti Zvirokruhu
2640	Ledový golem Zvirokruhu
2641	Pouštní liška Zvirokruhu
2642	Král štíru Zvirokruhu
2643	Hadí bojovník Zvirokruhu
2644	Hadí lukosto. Zvirokruhu
2645	Pouštní band. Zvirokruhu
2646	Voják e. vit. Zvirokruhu
2647	Maniak e. v. Zvirokruhu
2648	Lueiš. e. v. Zvirokruhu
2649	Mahon Zvirokruhu
2650	Bo Zvirokruhu
2651	Goo-Pae Zvirokruhu
2652	Chuong Zvirokruhu
2653	Brut. štír Zvirokruhu
2654	Štíoí lukos. Zvirokruhu
2655	Derviš Zvirokruhu
2656	Žabovoják Zvirokruhu
2657	Vudce žab Zvirokruhu
2658	Zloduch Zvirokruhu
2659	Nieitel Zvirokruhu
2660	Sekyrník Zvirokruhu
2661	Tisícibojov. Zvirokruhu
2662	Tmavý fanatik Zvirokruhu
2663	Arahan Zvirokruhu
2664	Ezot. Arahan Zvirokruhu
2665	V. ezo. arah. Zvirokruhu
2666	Tmavý kat Zvirokruhu
2667	Tmavý mueitel Zvirokruhu
2668	Zaoíkávae Zvirokruhu
2669	Elitní ork Zvirokruhu
2670	Elitní zvid Zvirokruhu
2671	Elitní bojov. Zvirokruhu
2672	Oreí šaman Zvirokruhu
2673	Elitní gen. Zvirokruhu
2674	Eerný ork Zvirokruhu
2675	Eerný gigant Zvirokruhu
2676	Eerv. zlodij Zvirokruhu
2677	Eerv. vrah Zvirokruhu
2678	Eerv. mág Zvirokruhu
2679	Eerv. kat Zvirokruhu
2680	Krabí válee. Zvirokruhu
2681	Štíoí lukos. Zvirokruhu
2682	Garnát. voják Zvirokruhu
2683	Dém. poust. Zvirokruhu
2684	Obrn. krab Zvirokruhu
2685	Gig. kousal Zvirokruhu
2686	Gig. zabiják Zvirokruhu
2687	Mág Zvirokruhu
2688	Dvojobr Zvirokruhu
2689	Kat zlobru Zvirokruhu
2690	Lue. zlobru Zvirokruhu
2691	Hádavý zlobr Zvirokruhu
2692	Mág zlobru Zvirokruhu
2700	Toulavý vlk
2701	Voják Toulavých vlku
2702	Generál Toulavých vlku
2703	Kerberos
2704	Hadí Kerberos
2705	Draeí Kerberos
2706	Kentaur
2707	Kentauoí váleeník
2708	Kentauoí generál
2709	Moloch
2710	Váleeník Molochu
2711	Generál Molochu
2712	Deathwing
2713	Nemocný Deathwing
2714	Hnijící Deathwing
2715	Zefír
2716	Zefíoí váleeník
2717	Zefíoí generál
2718	Uruk
2719	Váleeník Uruku
2720	Generál Uruku
2721	Carnifant
2722	Váleeník Carnifant
2723	Generál Carnifant
2724	Spar?an
2725	Spar?anský voják
2726	Spar?anský generál
2727	Kostlivec - gladiátor
2728	Kostlivec - voják
2729	Kostlivec - generál
2730	Scarabaeus Sagittarius
2731	Scarabaeus Gigantus
2732	Scarabaeus Virgo
2733	Železný lueištník
2734	Železný váleeník
2735	Železný generál
2736	Uprchlík
2737	Damage_Trap
2750	Dustojník Zi
2751	Strážce Zi
2752	Generál Zi
2760	Dustojník Chou
2761	Strážce Chou
2762	Generál Chou
2770	Dustojník Yin
2771	Strážce Yin
2772	Generál Yin
2780	Dustojník Mao
2781	Strážce Mao
2782	Generál Mao
2790	Dustojník Chen
2791	Strážce Chen
2792	Generál Chen
2800	Dustojník Si
2801	Strážce Si
2802	Generál Si
2810	Dustojník Wu
2811	Strážce Wu
2812	Generál Wu
2820	Dustojník Wei
2821	Strážce Wei
2822	Generál Wei
2830	Dustojník Shen
2831	Strážce Shen
2832	Generál Shen
2840	Dustojník You
2841	Strážce You
2842	Generál You
2850	Dustojník Xu
2851	Strážce Xu
2852	Generál Xu
2860	Dustojník Hai
2861	Strážce Hai
2862	Generál Hai
2900	Metin krysy
2901	Metin vola
2902	Metin tygra
2903	Metin draka
2904	Metin hada
2905	Metin koni
2906	Metin kozy
2907	Metin opice
2908	Metin psa
3001	Váleeník Gnollu
3002	Lueištník Gnollu
3003	Obránce Gnollu
3004	Kouzelník Gnollu
3005	Generál Gnollu
3090	Lord Gnollu
3091	Vrchní strážný Gnollu
3101	Jednooký rváe
3102	Kyklopský voják
3103	Kyklopský kouzelník
3104	Kyklopský popraveí
3105	Generál Outis
3190	Argés
3191	Polyphemos
3201	Váleeník Mantikor
3202	Voják Mantikor
3203	Mág Mantikor
3204	Popraveí Mantikor
3205	Generál Kor
3290	Rakshasa
3291	Martyaxwar
3301	Lemuoí váleeník
3302	Lemuoí voják
3303	Lemuoí kouzelník
3304	Lemuoí popraveí
3305	Lemuoí generál
3390	Lemuoí princ
3391	Lemuoí ochránce
3401	Tritoní muréna
3402	Žraloeí voják
3403	Tritoní kouzelník
3404	Tritoní lovec
3405	Tritoní sekáe
3490	Generál Kappa
3491	Triton
3501	Amazonka Rudých zlodiju
3502	Vrah Rudých zlodiju
3503	Kouzelník Rudých zlodiju
3504	Popraveí Rudých zlodiju
3505	Eerný generál
3551	Brut. amaz. Rud. zlodiju
3552	Brut. vrah Rud. zlodiju
3553	Brut. kouz. Rud. zlodiju
3554	Brut. popr. Rud. zlodiju
3555	Bílý generál
3590	Lebkoun
3591	Rudý šéf
3595	Brutální lebkoun
3596	Brutální rudý šéf
3601	Krabí váleeník
3602	Lueištník škorpión
3603	Garnátový voják
3604	Démonický poustevník
3605	Obrniný krab
3690	Generál Humr
3691	Královský krab
3701	Gigantický kousal
3702	Gigantický oezník
3703	Gigantický mág
3704	Dvojobr
3705	Kapitán Hák
3790	Gargoyle
3791	Král Wubba
3801	Hangork
3802	Zloboí lueištník
3803	Hádavý zlobr
3804	Mág zlobru
3805	Generál Ogg
3890	Kapitán Shruk
3891	Velký zlobr
3901	Vrbový muž
3902	Eoten
3903	Skouman
3904	Kapitán Hák
3905	Mu-Shu
3906	Yah-Ki
3907	Moghu
3908	Carnifex
3909	Generál Albus
3910	Skeletos
3911	Aku-Boku
3912	Arboretum
3913	Sycomore
3949	Portál: Nový kontinent
3950	Kappa
3951	Kappa z laguny
3952	Kappa z hlubin
3953	Kappa velitel
3954	Voják Moray
3955	Voják Moray z hlubin
3956	Královna Sirén
3957	Hydoí zplozenec
3958	Hydoí zplozenec
3959	Hydoí zplozenec
3960	Hydra
3961	Hydra
3962	Hydra
3963	Hydra
3964	Hydra
3965	Poklad hydry
3970	
3971	Koiš?ál Northwindu
3972	NorthwindDeeps 415 136
3973	NorthwindDeeps 94 139
3974	
3980	Ohnivý elementál
3981	Ledový elementál
3982	Elementál blesku
3983	Vitrný elementál
3984	Elementál Zemi
3985	Elementál Temnoty
3986	Duch plamene
3987	Duch mrazu
3988	Elektrický duch
3989	Duch vzduchu
3990	Duch kamene
3991	Stínový duch
3992	Hooící lord
3993	Ledovcový lord
3994	Lord hromu
3995	Lord bouoe
3996	Lord Zemi
3997	Noení lord
3998	Oíše elementálu
3999	Ukoneit
4000	Metin ohni
4001	Metin ledu
4002	Metin blesku
4003	Metin vitru
4004	Metin Zemi
4005	Metin noci
4006	Strážce elementálu
4019	Mistská vstupní hala
4020	Viž Sung Mahi
4021	Peee? veže
4022	Portál do Hadího chrámu
4023	Zmina úrovni
4024	Hlava hada
4025	Hlava hada
4026	Hlava hada
4027	Hlava hada
4030	Vejce bílého draka
4031	Chrám Enigmy
4032	Opustit Chrám Enigmy
4033	Chrám Enigmy (tvorba)
4034	Chrám Enigmy (opakovat)
4035	Portál Enigmy
4101	Strážce soudného dne Zi
4102	Strážce soud. dne Chou
4103	Strážce soudného dne Yin
4104	Strážce soudného dne Mao
4105	Strážce soud. dne Chen
4106	Strážce soudného dne Si
4107	Strážce soudného dne Wu
4108	Strážce soudného dne Wei
4109	Strážce soud. dne Shen
4110	Strážce soudného dne You
4111	Strážce soudného dne Xu
4112	Strážce soudného dne Hai
4121	Strážce soudného dne Zi
4122	Strážce soud. dne Chou
4123	Strážce soudného dne Yin
4124	Strážce soudného dne Mao
4125	Strážce soud. dne Chen
4126	Strážce soudného dne Si
4127	Strážce soudného dne Wu
4128	Strážce soudného dne Wei
4129	Strážce soud. dne Shen
4130	Strážce soudného dne You
4131	Strážce soudného dne Xu
4132	Strážce soudného dne Hai
4141	Metin poslední bitvy
4142	Metin Soudného dne
4143	Metin potopy
4144	Metin potopy
4145	Henkog Soudného dne
4146	Taj. Henkog Soudného dne
4147	Kappa Soudného dne
4148	Kappa z hlubin Soud. dne
4149	Chuong Soudného dne
4150	Taj. Chuong Soudného dne
4151	Warlock Soudného dne
4152	Taj. Warlock Soud. dne
4153	Asmodeus
4154	Posel Zemi
4155	Posel Zemi
4156	Posel noci
4157	Posel bouoe
4158	Posel vzduchu
4159	Prokletý bojovník
4160	Prokletý warlock
4161	Posel smrti
4162	Posel spásy
4200	ET: Bojovník Setaou
4201	ET: Lovec Setaou
4202	ET: Duchovní Setaou
4203	ET: Voják Setaou
4204	ET: Lueištník Setaou
4205	ET: Úoedník Setaou
4206	ET: Komandant Setaou
4207	ET: Kapitán Yonghan
4208	ET: Kapitán Yonghan
4209	ET: Generál Yonghan
4210	ET: Generál Yonghan
4220	ET: Duch žhavých plamenu
4221	ET: Tygr žhavých plamenu
4222	ET: Žhavý plamen
4223	ET: Váleeník žh. plamenu
4224	ET: Tygr žhavých plamenu
4225	ET: Trol žhavých plamenu
4226	ET: Vousáe žh. plamenu
4227	ET: Generál žh. plamenu
4228	ET: Šéf žhavých plamenu
4229	ET: Zapalovae
4240	ET: Mrazivý krystal
4241	ET: Mrazivý hmyz
4242	ET: Mrazivý muž
4243	ET: Mrazivý Yeti
4244	ET: Mrazivý golem
4245	ET: Mrazivý trol
4246	ET: Mrazivý vousáe
4247	ET: Mrazivý generál
4248	ET: Mrazivý lord
4249	ET: Szel
4260	ET: Váleeník En-Tai
4261	ET: Voják En-Tai
4262	ET: Druid En-Tai
4263	ET: Léeitel En-Tai
4264	ET: Nieitel En-Tai
4265	ET: Vládce En-Tai
4266	ET: Léeitel Ochao
4267	ET: Váleeník En-Tai
4268	ET: Voják En-Tai
4269	ET: Druid En-Tai
4270	ET: Léeitel En-Tai
4271	ET: Nieitel En-Tai
4272	ET: Bagjanamu
4273	ET: Voják Ochao
4274	ET: Kouzelník Ochao
4275	ET: Popraveí Ochao
4276	ET: Generál Ochao
4280	BO: Bojovník Setaou
4281	BO: Lovec Setaou
4282	BO: Duchovní Setaou
4283	BO: Voják Setaou
4284	BO: Lueištník Setaou
4285	BO: Úoedník Setaou
4286	BO: Komandant Setaou
4287	BO: Kapitán Yonghan
4288	BO: Kapitán Yonghan
4289	BO: Generál Yonghan
4290	BO: Generál Yonghan
4300	BO: Duch žhavých plamenu
4301	BO: Tygr žhavých plamenu
4302	BO: Žhavý plamen
4303	BO: Váleeník žh. plamenu
4304	BO: Tygr žhavých plamenu
4305	BO: Trol žhavých plamenu
4306	BO: Vousáe žh. plamenu
4307	BO: Generál žh. plamenu
4308	BO: Šéf žhavých plamenu
4309	BO: Zapalovae
4320	BO: Mrazivý krystal
4321	BO: Mrazivý hmyz
4322	BO: Mrazivý muž
4323	BO: Mrazivý Yeti
4324	BO: Mrazivý golem
4325	BO: Mrazivý trol
4326	BO: Mrazivý vousáe
4327	BO: Mrazivý generál
4328	BO: Mrazivý lord
4329	BO: Szel
4340	BO: Váleeník En-Tai
4341	BO: Voják En-Tai
4342	BO: Druid En-Tai
4343	BO: Léeitel En-Tai
4344	BO: Nieitel En-Tai
4345	BO: Vládce En-Tai
4346	BO: Léeitel Ochao
4347	BO: Váleeník En-Tai
4348	BO: Voják En-Tai
4349	BO: Druid En-Tai
4350	BO: Léeitel En-Tai
4351	BO: Nieitel En-Tai
4352	BO: Bagjanamu
4353	BO: Voják Ochao
4354	BO: Kouzelník Ochao
4355	BO: Popraveí Ochao
4356	BO: Generál Ochao
4400	ET: Beran-Setaou
4401	ET: Razador
4402	ET: Nemere
4403	ET: Jotun Thrym
4410	BO: Beran-Setaou
4411	BO: Razador
4412	BO: Nemere
4413	BO: Jotun Thrym
4420	W: En-Tai Váleeník
4421	W: Voják En-Tai
4422	W: Druid En-Tai
4423	W: Léeitel En-Tai
4424	W: Nieitel En-Tai
4429	W: Bagjanamu
4430	W: Lueištník Gnollu
4431	W: Kyklopský voják
4432	W: Kyklopský kouzelník
4433	W: Kyklopský popraveí
4434	W: Generál Outis
4439	W: Polyphemos
4440	W: Pekelný stoelec
4441	W: Pekelný kopiník
4442	W: Pekelný kniží
4443	W: Pekelný vudce
4444	W: Pekelný generál
4449	W: Azrael
4450	W: Velký žabovoják
4451	W: Vudce žab
4452	W: Zloduch
4453	W: V. žl. duch tygra
4454	W: Gen. - oboí rop.
4459	W: Žlutý duch tygra
4460	W: Duch žhavých plamenu
4461	W: Tygr žhavých plamenu
4462	W: Žhavý plamen
4463	W: Váleeník žh. plamenu
4464	W: Magmový koiš?ál
4469	W: Draeí hlídae Idall
4470	W: Hangork
4471	W: Zloboí lueištník
4472	W: Hádavý zlobr
4473	W: Mág zlobru
4474	W: Generál Ogg
4479	W: Velký zlobr
4500	Metin Enigmy
4501	Váleeník
4502	Sura
4503	Ninja
4504	Šaman
4505	Lycan
4506	Generál Enigmy
5001	Pirát Tanaka
5002	Hae-Tae
5003	Opice
5004	Pirát Tanaka
5101	Slabý opieí voják
5102	Slabý opieí vrhae
5103	Slabý opieí bojovník
5104	Slabý opieí generál
5111	Opieí voják
5112	Opieí vrhae
5113	Opieí bojovník
5114	Opieí generál
5115	Kamenná opice
5116	Opieí vudce
5121	Silný opieí voják
5122	Silný opieí vrhae
5123	Silný opieí bojovník
5124	Silný opieí generál
5125	Silná kamenná opice
5126	Silná zlatá opice
5127	Silný opieí vudce
5131	Malý chytrý opieí voják
5132	Malý chytrý opieí vrhae
5133	Malý chytrý op. bojovník
5134	Malý chytrý op. generál
5141	Chytrý opieí voják
5142	Chytrý opieí vrhae
5143	Chytrý opieí bojovník
5144	Chytrý opieí generál
5145	Chytrá kamenná opice
5146	Chytrý opieí vudce
5151	Zlý opieí voják
5152	Zlý opieí vrhae
5153	Zlý opieí bojovník
5154	Zlý opieí generál
5155	Zlá kamenná opice
5156	Zlá zlatá opice
5157	Zlý opieí vudce
5161	Skalní opice
5162	Chodící opice
5163	Opieí lord
5201	Divoký pes
5202	Divoký kanec
5203	Divoký eervený kanec
5204	Medvid
5205	Hnidý medvid
5206	Eerný medvid
5207	Hladový hnidý medvid
5208	Tygr
5209	Bílý tygr
6001	Duch žhavých plamenu
6002	Tygr žhavých plamenu
6003	Žhavý plamen
6004	Váleeník žhavých plamenu
6005	Král žhavých plamenu
6006	Trol žhavých plamenu
6007	Vousáe žhavých plamenu
6008	Generál žhavých plamenu
6009	Náeelník žhavých plamenu
6051	Ignitor
6091	Razador
6101	Mrazivý krystal
6102	Mrazivý hmyz
6103	Mrazivý muž
6104	Mrazivý Yeti
6105	Mrazivý golem
6106	Mrazivý trol
6107	Mrazivý vousáe
6108	Mrazivý generál
6109	Mrazivý lord
6110	Magmový yeti
6111	Magmový golem
6112	Magmový brouk
6113	Magmový muž
6114	Magmový koiš?ál
6115	Magmový wyvern
6116	Draeí hlídae Idall
6117	Idalluv poddaný
6118	Draeí socha
6151	Szel
6191	Nemere
6192	Jotun Thrym
6193	Draeí královna Meley
6201	Magmový Yeti
6202	Magmový golem
6203	Magmový brouk
6204	Magmový muž
6205	Magmový koiš?ál
6206	Magmový wyvern
6207	Draeí hlídae Idall
6209	Draeí socha
6301	Váleeník Ochao
6302	Voják Ochao
6303	Kouzelník Ochao
6304	Popraveí Ochao
6305	Generál Ochao
6306	Silný váleeník Ochao
6307	Silný voják Ochao
6308	Silný kouzelník Ochao
