VNUM	LOCALE_NAME
2666	Execu? Întunecat Zodiac
2667	Despot Întunecat Zodiac
2668	Încântator Zodiac
2669	Orc Elite Zodiac
2670	Orc Elit Cercetao Zodiac
2671	Orc Elit Luptator Zodiac
2672	Orc Elit Vrajitor Zodiac
2673	Orc Elite General Zodiac
2674	Orc Negru Zodiac
2675	Orc Negru Gigant Zodiac
2676	Tâlhar Roou Amaz Zodiac
2677	Tâlhar Roou Asas Zodiac
2678	Tâlhar Roou Mag Zodiac
2679	Tâlhar Roou Calau Zodiac
2680	Crab Razboinic Zodiac
2681	Scorpion Arcao Zodiac
2682	Crevete Soldat Zodiac
2683	Pustnic Diabolic Zodiac
2684	Crab Blindat Zodiac
2685	Gigant Escroc Zodiac
2686	Gigant Macelar Zodiac
2687	Magus Zodiac
2688	Twiant Zodiac
2689	Calau Orc Zodiac
2690	Arcao Orc Zodiac
2691	Orc Galagios Zodiac
2692	Orc Mag Zodiac
2700	Vargulf
2701	Soldat Vargulf
2702	General Vargulf
2703	Cerberus
2704	aarpe Cerberus
2705	Dragon Cerberus
2706	Centaur
2707	Razboinic Centaur
2708	General Centaur
2709	Moloch
2710	Razboinic Moloch
2711	General Moloch
2712	Deathwing
2713	Deathwing Otravit
2714	Deathwing Putred
2715	Zephyr
2716	Razboinic Zephyr
2717	General Zephyr
2718	Uruk
2719	Razboinic Uruk
2720	General Uruk
2721	Carniphant
2722	Razboinic Carniphant
2723	General Carniphant
2724	Spartan
2725	Soldat Spartan
2726	General Spartan
2727	Gladiator Oase
2728	Soldat Gladiator Oase
2729	General Gladiator Oase
2730	Sagetator Scarabeu
2731	Gigant Scarabeu
2732	Fecioara Scarabeu
2733	Arcao de Fier
2734	Razboinic de Fier
2735	General de Fier
2736	Refugiat
2737	Damage_Trap
2750	Ofi?er Zi
2751	Gardian Zi
2752	General Zi
2760	Ofi?er Chou
2761	Gardian Chou
2762	General Chou
2770	Ofi?er Yin
2771	Gardian Yin
2772	General Yin
2780	Ofi?er Mao
2781	Gardian Mao
2782	General Mao
2790	Ofi?er Chen
2791	Gardian Chen
2792	General Chen
2800	Ofi?er Si
2801	Gardian Si
2802	General Si
2810	Ofi?er Wu
2811	Gardian Wu
2812	General Wu
2820	Ofi?er Wei
2821	Gardian Wei
2822	General Wei
2830	Ofi?er Shen
2831	Gardian Shen
2832	General Shen
2840	Ofi?er You
2841	Gardian You
2842	General You
2850	Ofi?er Xu
2851	Gardian Xu
2852	General Xu
2860	Ofi?er Hai
2861	Gardian Hai
2862	General Hai
2900	Metinul aobolanului
2901	Metinul Bivolului
2902	Metinul Tigrului
2903	Metinul Dragonului
2904	Metinul aarpelui
2905	Metinul Calului
2906	Metinul Caprei
2907	Metinul Maimu?ei
2908	Metinul Câinelui
3001	Gnoll Razboinic
3002	Arcao Gnoll
3003	Gnoll Aparator
3004	Gnoll Magician
3005	Gnoll General
3090	Gnoll Lord
3091	Gnoll Suprem
3101	Capcaun cu Un Ochi
3102	Ciclop Soldat
3103	Ciclop Magician
3104	Ciclopi Calau
3105	Generalul Outis
3190	Arges
3191	Polyphemos
3201	Manticore Razboinic
3202	Manticore Soldat
3203	Manticore Mag
3204	Manticore Calau
3205	Generalul Cor
3290	Rakshasa
3291	Martyaxwar
3301	Lemures Razbonic
3302	Lemures Soldat
3303	Lemures Magician
3304	Lemures Calau
3305	Lemures General
3390	Lemures Print
3391	Lemures Bodyguard
3401	Tritonic Moray
3402	Rechin Soldat
3403	Tritonic Magician
3404	Tritonic Vanator
3405	Tritonic Macelar
3490	General Kappa
3491	Triton
3501	Tâlhar Roou Amazon
3502	Tâlhar Roou Asasin
3503	Tâlhar Roou Magician
3504	Tâlhar Roou Calau
3505	General Negru
3551	Tâlhar Brutal Amazon
3552	Tâlhar Brutal Asasin
3553	Tâlhar Brutal Magician
3554	Tâlhar Brutal Calau
3555	General Alb
3590	Craniu
3591	Conducator Roou
3595	Craniu Brutal
3596	Conducator Roou Brutal
3601	Crab Razboinic
3602	Tragator Scorpion
3603	Crevete Soldat
3604	Pustnic Diabolic
3605	Crab Blindat
3690	Homar General
3691	Regele Crab
3701	Gigant Escroc
3702	Gigant Macelar
3703	Gigant Mag
3704	Colos
3705	Capitanul Carlig
3790	Gargoyle
3791	Regele Wubba
3801	Hangork
3802	Arcao Ork
3803	Orc Galagios
3804	Orc Mag
3805	Generalul Ogg
3890	Capitanul Shruk
3891	Marele Orc
3901	Copac Monstru
3902	Eoten
3903	Skouman
3904	Capitanul Carlig
3905	Mu-Shu
3906	Yah-Ki
3907	Moghu
3908	Carnifex
3909	General Albus
3910	Skeletos
3911	Aku-Boku
3912	Arboretum
3913	Sycomore
3949	Portal: Continent Nou
3950	Kappa
3951	Kappa Laguna
3952	Kappa Adâncuri
3953	Lider Kappa
3954	Soldat Moray
3955	Soldat Moray Adâncuri
3956	Regina Sirena
3957	Creatura Hydra
3958	Creatura Hydra
3959	Creatura Hydra
3960	Hydra
3961	Hydra
3962	Hydra
3963	Hydra
3964	Hydra
3965	Comoara Hydra
3970	
3971	Cristal Nord
3972	AdâncuriNordice 415 136
3973	AdâncuriNordice 94 139
3974	
3980	Element Foc
3981	Element Ghea?a
3982	Element Fulger
3983	Element Vânt
3984	Element Pamânt
3985	Element Întunecat
3986	Spiritul Flacarii
3987	Spiritul Ghe?ii
3988	Spiritul Fulger
3989	Spiritul Aer
3990	Spiritul Piatra
3991	Spiritul Umbra
3992	Lord Ars
3993	Lord Înghe?at
3994	Lord Tunet
3995	Lord Furtuna
3996	Lord Pamânt
3997	Lord Negru
3998	Tarâmul Elementelor
3999	Ieoire
4000	Metinul Focului
4001	Metinul Ghe?ii
4002	Metinul Fulgerului
4003	Metinul Vântului
4004	Metinul Pamântului
4005	Metinul Nop?ii
4006	Gardian Elementar
4019	Intrare Turn
4020	Turn Sung Mahi
4021	Sigiliu Turn
4022	Portal Templul aarpelui
4023	Schimba Nivel
4024	Capul aarpelui
4025	Capul aarpelui
4026	Capul aarpelui
4027	Capul aarpelui
4030	Ou Dragon Alb
4031	Templul Enigma
4032	Paraseote Templul Enigma
4033	Templul Enigma (constr.)
4034	Templul Enigma (repeta)
4035	Portal Enigma
4101	Gardian Judeca?ii Zi
4102	Gardian Judeca?ii Chou
4103	Gardian Judeca?ii Yin
4104	Gardian Judeca?ii Mao
4105	Gardian Judeca?ii Chen
4106	Gardian Judeca?ii Si
4107	Gardian Judeca?ii Wu
4108	Gardian Judeca?ii Wei
4109	Gardian Judeca?ii Shen
4110	Gardian Judeca?ii You
4111	Gardian Judeca?ii Xu
4112	Gardian Judeca?ii Hai
4121	Gardian Judeca?ii Zi
4122	Gardian Judeca?ii Chou
4123	Gardian Judeca?ii Yin
4124	Gardian Judeca?ii Mao
4125	Gardian Judeca?ii Chen
4126	Gardian Judeca?ii Si
4127	Gardian Judeca?ii Wu
4128	Gardian Judeca?ii Wei
4129	Gardian Judeca?ii Shen
4130	Gardian Judeca?ii You
4131	Gardian Judeca?ii Xu
4132	Gardian Judeca?ii Hai
4141	Metinul Armageddon
4142	Metinul Judeca?ii
4143	Metinul Cataclysm
4144	Metinul Apocalipsei
4145	Judele Henkog
4146	Judele Henkog Arcane
4147	Judele Kappa
4148	Judele Kappa Adâncuri
4149	Judele Chuong
4150	Judele Chuong Arcane
4151	Judele Vrajitor
4152	Judele Vrajitor Arcane
4153	Asmodeus
4154	Emisarul Pamântului
4155	Emisarul Pamântului
4156	Emisarul Nop?ii
4157	Emisarul Tunetului
4158	Emisarul Aerului
4159	Luptator Condamnat
4160	Vrajitor Condamnat
4161	Emisarul Mor?ii
4162	Emisarul Salvarii
4200	TR: Luptator Setaou
4201	TR: Vânator Setaou
4202	TR: Mistic Setaou
4203	TR: Soldat Setaou
4204	TR: Arcao Setaou
4205	TR: Judecator Setaou
4206	TR: Comandant Setaou
4207	TR: Capitanul Yonghan
4208	TR: Capitanul Yonghan
4209	TR: Generalul Yonghan
4210	TR: Generalul Yonghan
4220	TR: Cenuoa Spirit Foc
4221	TR: Cenuoa Tigru de Foc
4222	TR: Cenuoa Flacara
4223	TR: Cenuoa Luptator Foc
4224	TR: Cenuoa Rege de Foc
4225	TR: Cenuoa Troll de Foc
4226	TR: Cenuoa Barba de Foc
4227	TR: Cenuoa General Foc
4228	TR: Cenuoa Lider Flacara
4229	TR: Ignitor
4240	TR: Cristal de Ghea?a
4241	TR: Insecta de Ghea?a
4242	TR: Om de Ghea?a
4243	TR: Yeti de Ghea?a
4244	TR: Golem de Ghea?a
4245	TR: Troll de Ghea?a
4246	TR: Barba de Ghea?a
4247	TR: General de Ghea?a
4248	TR: Lord de Ghea?a
4249	TR: Szel
4260	TR: Razboinic En-Tai
4261	TR: Soldat En-Tai
4262	TR: Druid En-Tai
4263	TR: Vindecator En-Tai
4264	TR: Distrugator En-Tai
4265	TR: Suveran En-Tai
4266	TR: Vindecator Ochao
4267	TR: Razboinic En-Tai
4268	TR: Soldat En-Tai
4269	TR: Druid En-Tai
4270	TR: Vindecator En-Tai
4271	TR: Distrugator En-Tai
4272	TR: Bagjanamu
4273	TR: Soldat Ochao
4274	TR: Magician Ochao
4275	TR: Calau Ochao
4276	TR: General Ochao
4280	RX: Luptator Setaou
4281	RX: Vânator Setaou
4282	RX: Mistic Setaou
4283	RX: Soldat Setaou
4284	RX: Arcao Setaou
4285	RX: Judecator Setaou
4286	RX: Comandant Setaou
4287	RX: Capitanul Yonghan
4288	RX: Capitanul Yonghan
4289	RX: Generalul Yonghan
4290	RX: Generalul Yonghan
4300	RX: Cenuoa Spirit Foc
4301	RX: Cenuoa Tigru de Foc
4302	RX: Cenuoa Flacara
4303	RX: Cenuoa Luptator Foc
4304	RX: Cenuoa Rege de Foc
4305	RX: Cenuoa Troll de Foc
4306	RX: Cenuoa Barba de Foc
4307	RX: Cenuoa General Foc
4308	RX: Cenuoa Flacara Lider
4309	RX: Ignitor
4320	RX: Cristal de Ghea?a
4321	RX: Insecta de Ghea?a
4322	RX: Om de Ghea?a
4323	RX: Yeti de Ghea?a
4324	RX: Golem de Ghea?a
4325	RX: Troll de Ghea?a
4326	RX: Barba de Ghea?a
4327	RX: General de Ghea?a
4328	RX: Lord de Ghea?a
4329	RX: Szel
4340	RX: Razboinic En-Tai
4341	RX: Soldat En-Tai
4342	RX: Druid En-Tai
4343	RX: Vindecator En-Tai
4344	RX: Distrugator En-Tai
4345	RX: Suveran En-Tai
4346	RX: Vindecator Ochao
4347	RX: Razboinic En-Tai
4348	RX: Soldat En-Tai
4349	RX: Druid En-Tai
4350	RX: Vindecator En-Tai
4351	RX: Distrugator En-Tai
4352	RX: Bagjanamu
4353	RX: Soldat Ochao
4354	RX: Magician Ochao
4355	RX: Calau Ochao
4356	RX: General Ochao
4400	TR: Beran-Setaou
4401	TR: Razador
4402	TR: Nemere
4403	TR: Jotun Thrym
4410	RX: Beran-Setaou
4411	RX: Razador
4412	RX: Nemere
4413	RX: Jotun Thrym
4420	W: Razboinic En-Tai
4421	W: Soldat En-Tai
4422	W: Druid En-Tai
4423	W: Vindecator En-Tai
4424	W: Distrugator En-Tai
4429	W: Bagjanamu
4430	W: Gnoll Arcas
4431	W: Ciclopi Soldat
4432	W: Ciclopi Magician
4433	W: Ciclopi Calau
4434	W: Generalul Outis
4439	W: Polyphemos
4440	W: Arcaoul Iadului
4441	W: Suli?aoul Iadului
4442	W: Parintele Iadului
4443	W: Maiorul Iadului
4444	W: Generalul Iadului
4449	W: Azrael
4450	W: Soldat Brotac Mare
4451	W: General Brotac
4452	W: Capcaun
4453	W: E. Fant. Tigru Galben
4454	W: General Broasca Taur
4459	W: Fantoma Tigru Galben
4460	W: Cenuoa Spirit Foc
4461	W: Cenuoa Tigru de Foc
4462	W: Cenuoa Flacara
4463	W: Cenuoa Luptator Foc
4464	W: Cristal Magma
4469	W: Garda Dragon Idall
4470	W: Hangork
4471	W: Orc Arcao
4472	W: Orc Galagios
4473	W: Orc Mag
4474	W: Generalul Ogg
4479	W: Marele Orc
4500	Metin Enigma
4501	Razboinic
4502	Sura
4503	Ninja
4504	aaman
4505	Lycan
4506	General Enigma
5001	Pirat Tanaka
5002	Hae-Tae
5003	Maimuta
5004	Pirat Tanaka
5101	Gibon Soldat
5102	Gibon Grenadier
5103	Gibon Luptator
5104	Gibon General
5111	Maimuta Soldat
5112	Maimuta Grenadier
5113	Maimu?a Luptator
5114	Maimuta General
5115	Maimuta de Piatra
5116	Maimuta Conducator
5121	Gorila Soldat
5122	Gorila Grenadier
5123	Gorila Luptator
5124	Gorila General
5125	Gorila de Piatra
5126	Gorila de Aur
5127	Gorila Conducator
5131	Soldat maim. intel. mic
5132	Arunc. maim. intel. mic
5133	Lupt. maim. intel. mic
5134	Gen. maim. inteligent mi
5141	Urangutan Soldat
5142	Aruncator maim. viclean
5143	Luptator maim. viclean
5144	Gen. maim. viclean
5145	Maim. de piatra vicleana
5146	Conducator maim. viclean
5151	Gorila Soldat Malefica
5152	Gorila Grenadier Malefic
5153	Luptator maim. rau
5154	Gorila General Malefica
5155	Gorila de Piatra Malefic
5156	Gorila de Aur Malefica
5157	Conducator maim. rau
5161	Maimuta de Piatra
5162	Maimuta Umblatoare
5163	Maimuta Lord
5201	Câine Salbatic
5202	Mistre? Salbatic
5203	Mistre? Salbatic Roou
5204	Urs
5205	Urs Brun
5206	Urs Negru
5207	Urs Brun Flamand
5208	Tigru
5209	Tigru Alb
6001	Cenuoa Spiritul Focului
6002	Cenuoa Tigru de Foc
6003	Cenuoa Flacara
6004	Cenuoa Luptator de Foc
6005	Cenuoa Rege de Foc
6006	Cenuoa Troll de Foc
6007	Cenuoa Barba de Foc
6008	Cenuoa General de Foc
6009	Cenuoa Capetenie de Foc
6051	Ignitor
6091	Razador
6101	Cristal de Ghea?a
6102	Insecta de Ghea?a
6103	Om de Ghea?a
6104	Yeti de Ghea?a
6105	Golem de Ghea?a
6106	Troll de Ghea?a
6107	Barba de Ghea?a
6108	General de Ghea?a
6109	Lord de Ghea?a
6110	Yeti Magma
6111	Golem Magma
6112	Insecta Magma
6113	Omul Magma
6114	Cristal Magma
6115	Wyvern Magma
6116	Garda Dragon Idall
6117	Minion Idall
6118	Statuie Dragon
6151	Szel
6191	Nemere
6192	Jotun Thrym
6193	Meley Regina Dragon
6201	Yeti Magma
6202	Golem Magma
6203	Insecta Magma
6204	Om Magma
6205	Cristal Magma
6206	Wyvern Magma
6207	Garda Dragon Idall
6209	Statuie Dragon
6301	Razboinic Ochao
6302	Soldat Ochao
6303	Magician Ochao
6304	Calau Ochao
6305	General Ochao
6306	Luptator Puternic Ochao
6307	Soldat Puternic Ochao
6308	Magician Puternic Ochao
6309	Executor Puternic Ochao
6310	General Puternic Ochao
6391	Lord Ochao
6392	Garda Ochao
6393	Lord Puternic Ochao
6394	Gardian Puternic Ochao
6401	Razboinic En-Tai
6402	Soldat En-Tai
6403	Druid En-Tai
6404	Vindecator En-Tai
6405	Gardian En-Tai
6406	Distrugator En-Tai
6407	Suveran En-Tai
