#vnum	name	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	m1	m2	m3	m4	m5	m6	m7	m8	m9	m10	g1	g2	g3	g4	g5	g6	g7	g8	g9	g10	p1	p2	p3	p4	p5	p6	p7	p8	p9	p10	s
35	 산공분 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
46	 연사 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
47	 관격술 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
48	 화조파 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
49	 경공술 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
50	 독기궁 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
61	 쇄령지 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
62	 용권파 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
63	 귀검 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
64	 공포 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
65	 주마갑 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
66	 파법술 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
76	 마령 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
77	 화염폭 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
78	 무영진 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
79	 흑신수호 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
80	 투속마령 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
81	 마환격 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
91	 비파부 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
92	 용파산 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
93	 패룡폭 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
94	 호신 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
95	 반사 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
96	 기천대공 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
106	 뇌전령 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
107	 벼락 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
108	 폭뢰격 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
109	 정업인 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
110	 쾌속 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
111	 증력술 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
121	 통솔력 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
122	 연계기 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
124	 채광술 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
125	 변신 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
126	 신수어 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
127	 천조어 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
128	 진노어 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
130	 승마 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
131	 말소환 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
137	 난무 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
138	 돌격 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
139	 탈출 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
140	 난무(활) 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
151	 용안 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
152	 용신의피 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
153	 용신의축복 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
154	 성휘갑 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
155	 가속화 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
156	 용신의분노 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
157	 주문술 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
158	 길드이동 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
159	 공간의문 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
160	 가속화 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
161	 공간의문 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
162	 공간이동 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
256	 CRUSH200스킬 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
257	 일반범위350스킬 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
258	 CRUSH300스킬 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
259	 일반범위200스킬 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
260	 CURSH400스킬 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
261	 독250스킬 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
262	 SLOW300스킬 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
171	 차열 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
172	 살풍 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
173	 공답참 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
174	 파쇄 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
175	 적랑빙의 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
176	 청랑빙의 	5	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	50	52	54	56	58	60	63	66	69	72	82	85	88	91	94	98	102	106	110	115	130	140	150	160	170	180	190	200	210	220	230
